EventID,SystemTime,Keywords
1,2021-10-28 13:41:21.325245,0x8000000000000000
1102,2019-11-15 08:19:02.298512,0x4020000000000000
4624,2019-11-15 08:19:16.102510,0x8020000000000000
4634,2019-11-15 08:19:17.134468,0x8020000000000000
4661,2017-06-12 23:39:43.512987,0x8020000000000000
4765,2017-06-12 23:39:43.512987,0x8020000000000000
4658,2017-06-12 23:39:43.512987,0x8020000000000000
10,2020-07-26 22:26:14.522570,0x8000000000000000
1,2020-07-26 22:26:14.523075,0x8000000000000000
3,2020-07-26 22:26:15.141764,0x8000000000000000
3,2020-07-26 22:26:15.141779,0x8000000000000000
1,2021-08-22 19:33:38.725718,0x8000000000000000
17,2021-08-22 19:33:38.844082,0x8000000000000000
18,2021-08-22 19:33:38.881336,0x8000000000000000
18,2021-08-22 19:33:38.884861,0x8000000000000000
1,2021-08-22 19:33:38.905643,0x8000000000000000
5,2021-08-22 19:33:38.997252,0x8000000000000000
3,2021-08-22 19:33:40.014881,0x8000000000000000
3,2021-08-22 19:33:40.014948,0x8000000000000000
1,2021-08-22 19:33:52.250240,0x8000000000000000
7,2021-08-22 19:33:52.303560,0x8000000000000000
7,2021-08-22 19:33:52.315161,0x8000000000000000
7,2021-08-22 19:33:52.324080,0x8000000000000000
7,2021-08-22 19:33:52.335421,0x8000000000000000
7,2021-08-22 19:33:52.342888,0x8000000000000000
7,2021-08-22 19:33:52.344234,0x8000000000000000
7,2021-08-22 19:33:52.350971,0x8000000000000000
7,2021-08-22 19:33:52.355421,0x8000000000000000
7,2021-08-22 19:33:52.513123,0x8000000000000000
7,2021-08-22 19:33:52.545439,0x8000000000000000
7,2021-08-22 19:33:52.931515,0x8000000000000000
1,2020-10-01 18:35:02.415352,0x8000000000000000
1,2020-10-01 18:35:02.606951,0x8000000000000000
11,2020-10-01 18:35:02.775301,0x8000000000000000
1,2021-05-03 12:06:57.954899,0x8000000000000000
18,2021-05-03 12:07:07.639616,0x8000000000000000
11,2021-04-26 14:16:45.757008,0x8000000000000000
11,2021-04-26 14:16:47.267838,0x8000000000000000
12,2021-04-26 09:16:14.118935,0x8000000000000000
13,2021-04-26 09:16:14.119167,0x8000000000000000
823,2021-10-27 10:09:16.280930,0x8000000000020000
823,2021-10-27 10:12:33.464241,0x8000000000020000
823,2021-10-27 10:12:47.323576,0x8000000000020000
302,2021-10-27 10:14:21.369978,0x4000000000000820
849,2021-10-27 10:14:21.369978,0x4000000000000020
301,2021-10-27 10:14:21.369978,0x4000000000000820
316,2021-10-27 10:14:27.309948,0x4000000000000900
823,2021-10-27 10:14:27.403698,0x8000000000020000
848,2021-10-27 10:14:27.466200,0x4000000000000020
823,2021-10-27 10:14:27.559950,0x8000000000020000
300,2021-10-27 10:14:27.559950,0x4000000000000820
316,2021-10-27 10:28:26.151083,0x4000000000000900
300,2021-10-27 10:28:26.229212,0x4000000000000820
304,2021-10-27 10:28:26.229212,0x4000000000000820
306,2021-10-27 10:28:26.229212,0x4000000000000820
306,2021-10-27 10:28:26.244835,0x4000000000000820
354,2021-10-27 10:28:26.260460,0x8000000000000800
306,2021-10-27 10:28:26.260460,0x4000000000000820
823,2021-10-27 10:28:26.307337,0x8000000000020000
808,2021-10-27 10:28:26.322960,0x8000000000020000
808,2021-10-27 10:28:26.416714,0x8000000000020000
302,2021-10-27 10:28:26.432337,0x4000000000000820
302,2021-10-27 10:28:26.463587,0x4000000000000820
301,2021-10-27 10:28:26.463587,0x4000000000000820
317,2021-10-27 10:28:26.494839,0x4000000000000900
1102,2022-01-07 22:05:06.936880,0x4020000000000000
4648,2022-01-07 22:05:07.640030,0x8020000000000000
4624,2022-01-07 22:05:07.640030,0x8020000000000000
4688,2022-01-07 22:05:07.640030,0x8020000000000000
4688,2022-01-07 22:05:07.640030,0x8020000000000000
4688,2022-01-07 22:05:07.655655,0x8020000000000000
1102,2021-04-26 10:04:23.189863,0x4020000000000000
4656,2021-04-26 10:04:28.794535,0x8010000000000000
4656,2021-04-26 10:04:28.794640,0x8010000000000000
4656,2021-04-26 10:04:28.794693,0x8010000000000000
4656,2021-04-26 10:04:28.794796,0x8010000000000000
4656,2021-04-26 10:04:28.795021,0x8010000000000000
4656,2021-04-26 10:04:28.795134,0x8010000000000000
4656,2021-04-26 10:04:28.795240,0x8010000000000000
4656,2021-04-26 10:04:28.795353,0x8010000000000000
4656,2021-04-26 10:04:28.795469,0x8010000000000000
4656,2021-04-26 10:04:28.795584,0x8010000000000000
4656,2021-04-26 10:04:28.795710,0x8010000000000000
